# Enlitens AI Processing Log Snapshot - October 29, 2025
# Source: /home/antons-gs/enlitens-ai/logs/logs/enlitens_complete_processing.log
# Total log lines: 48,612 | October 29 entries: 8,668
# Last updated: October 29, 2025 13:21

# === Initial Setup (from start of log) ===
2025-10-29 11:39:21,178 - src.synthesis.ollama_client - INFO - Generated response length: 1879 characters
2025-10-29 11:39:21,178 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:39:21,178 - src.synthesis.ollama_client - INFO - Successfully validated response with 9 keys
2025-10-29 11:39:21,178 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:39:21,178 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:39:39,721 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:39:39,722 - src.synthesis.ollama_client - INFO - Generated response length: 612 characters
2025-10-29 11:39:39,722 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:39:39,722 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 11:39:39,722 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.30000000000000004
2025-10-29 11:39:39,722 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 11:39:39,722 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:39:55,299 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:39:55,300 - src.synthesis.ollama_client - INFO - Generated response length: 612 characters
2025-10-29 11:39:55,300 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:39:55,300 - src.synthesis.ollama_client - WARNING - Attempt 2 failed: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 11:39:55,300 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.4
2025-10-29 11:39:55,300 - src.synthesis.ollama_client - INFO - Attempt 3/3 for structured generation
2025-10-29 11:39:55,300 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:40:10,895 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:40:10,895 - src.synthesis.ollama_client - INFO - Generated response length: 612 characters
2025-10-29 11:40:10,895 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:40:10,895 - src.synthesis.ollama_client - WARNING - Attempt 3 failed: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 11:40:10,895 - src.synthesis.ollama_client - ERROR - All 3 attempts failed for structured generation
2025-10-29 11:40:10,896 - src.synthesis.ollama_client - ERROR - Final error: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 11:40:10,896 - src.synthesis.ollama_client - ERROR - Full LLM response on final attempt:
{"polyvagal_theory": ["NOT_PRESENT"], "memory_reconsolidation": ["NOT_PRESENT"], "default_mode_network": ["NOT_PRESENT"], "executive_function_networks": ["NOT_PRESENT"], "interoception_insula": ["NOT_PRESENT"], "reward_dopamine": ["NOT_PRESENT"], "emotion_regulation_circuits": ["NOT_PRESENT"], "mechanism_evidence": {"polyvagal_theory": ["NOT_PRESENT"], "memory_reconsolidation": ["NOT_PRESENT"], "default_mode_network": ["NOT_PRESENT"], "executive_function_networks": ["NOT_PRESENT"], "interoception_insula": ["NOT_PRESENT"], "reward_dopamine": ["NOT_PRESENT"], "emotion_regulation_circuits": ["NOT_PRESENT"]}}
2025-10-29 11:40:10,896 - src.agents.base_agent - INFO - Agent ScienceExtraction completed successfully
2025-10-29 11:40:10,896 - src.agents.supervisor_agent - INFO - ✅ Agent science_extraction completed successfully
2025-10-29 11:40:10,896 - src.agents.supervisor_agent - INFO - 📊 Agent science_extraction result keys: ['research_content', 'extraction_quality']
2025-10-29 11:40:10,896 - src.agents.supervisor_agent - INFO - ✅ Stage 1: Science extraction completed
2025-10-29 11:40:10,896 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: clinical_synthesis
2025-10-29 11:40:10,896 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'science_data']
2025-10-29 11:40:10,896 - src.agents.base_agent - INFO - Agent ClinicalSynthesis starting processing
2025-10-29 11:40:10,896 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:40:10,896 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:40:15,690 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - INFO - Generated response length: 204 characters
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - WARNING - All 8 list fields are empty - may indicate poor LLM output
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: All list fields are empty - no content generated
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.5
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 11:40:15,690 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:40:20,282 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:40:20,283 - src.synthesis.ollama_client - INFO - Generated response length: 204 characters
2025-10-29 11:40:20,283 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:40:20,283 - src.synthesis.ollama_client - WARNING - All 8 list fields are empty - may indicate poor LLM output
